#ELSD# 1024 512 pano.pgm (width height input)
# FORMAT:
#   line <x1> <y1> <x2> <y2>
#   circle <cx> <cy> <rx> <ry> <angle_start> <angle_end>
#   eclipse <x> <y> <rx> <ry> <rotation> <angle_start> <angle_end>
line 281.812638 290.014191 250.632411 293.197593
line 91.866573 494.529974 174.377644 494.791868
line 289.375006 220.640031 260.624517 220.651377
line 833.916866 348.232326 832.498862 325.664342
line 943.409870 290.749751 964.546561 288.455737
line 682.965994 327.368028 669.294104 330.239880
line 39.178864 193.342188 54.344091 190.462241
line 115.654044 245.548843 116.478689 259.398597
line 830.909182 326.040360 819.751007 333.674572
line 344.734596 409.408496 356.974267 405.979311
line 790.773964 438.517507 799.666348 435.142677
line 818.090450 478.373968 833.147417 480.463463
line 763.061787 486.434004 788.120225 485.497269
line 819.659924 191.870154 819.936208 208.115456
line 759.469276 385.268975 788.294173 382.229198
line 508.023221 180.802574 530.675090 178.652794
line 938.135465 246.507830 949.383885 246.374490
line 16.878141 267.824007 0.616868 267.654329
line 851.818491 270.427229 835.474206 275.097247
line 859.403489 288.875991 836.834323 287.587483
line 288.094666 305.759678 273.015022 302.363290
line 565.646234 475.722633 591.748979 470.045564
line 228.129240 264.434289 238.167296 263.716479
line 965.523906 286.893402 1000.799253 283.997886
line 309.385553 408.051435 324.434498 410.210242
line 797.258001 167.515877 821.038020 182.468134
line 289.487596 237.556352 261.862865 239.166841
line 306.894461 284.189862 366.758592 290.482439
line 891.491249 361.155024 880.547770 353.231668
line 505.355212 348.570469 483.022862 345.016883
line 834.384313 161.270463 830.386207 176.813576
line 511.871259 200.610034 488.930008 206.344891
line 1001.615386 387.256940 1022.849981 401.690625
line 630.654992 477.754454 639.448558 478.466194
line 791.205166 198.145412 790.480938 174.379390
line 892.850541 254.517448 893.657552 241.909087
line 548.918469 226.907676 549.851114 275.615884
line 383.069066 267.351217 368.128365 265.596355
line 431.116442 293.142370 433.149317 235.625859
line 301.878703 290.637963 285.534048 295.306579
line 31.853588 294.518622 5.627427 290.608718
line 169.410722 300.656588 153.111053 300.886588
line 369.601602 361.986559 346.695877 365.798721
line 245.362431 393.896341 251.748023 390.393522
line 888.114235 506.557820 791.877052 505.447164
line 986.052913 229.100156 984.684599 239.416066
line 937.162427 350.106507 951.200821 344.590475
line 436.753994 437.634063 459.417623 432.047926
line 220.748247 295.570840 171.745779 300.621193
line 901.556048 230.026962 885.138872 227.273861
line 850.538169 238.130729 851.600274 254.228177
line 718.514935 155.643403 711.244581 163.986329
line 497.957300 195.257590 508.121850 190.618098
line 515.876019 201.619580 525.962162 211.531927
line 713.084305 295.905799 691.871703 296.796477
line 715.777838 332.810010 699.552715 335.462197
line 795.117909 377.391646 809.098218 367.724718
line 359.649399 400.227397 338.242933 385.454115
line 707.759222 404.183856 721.394958 392.797025
line 861.869728 420.077240 885.618389 420.255546
line 963.125817 499.361018 833.125048 499.446988
line 207.895090 262.297623 228.143898 260.898499
line 955.536293 393.176587 980.590304 394.884087
line 739.767739 141.276180 756.105888 131.422336
line 176.840726 282.513189 208.132575 280.760217
line 83.359543 295.766365 45.488227 292.000430
line 508.364931 190.032191 525.417466 183.806549
line 826.137737 151.287372 835.017334 161.170940
line 123.990138 220.007815 113.104020 204.748223
line 482.728177 202.261860 498.040435 195.222152
line 258.160628 297.091920 280.469425 293.427790
line 675.138761 417.392120 665.504174 408.332888
line 234.470436 420.908212 252.077231 414.975133
line 883.136511 417.340980 860.650232 417.896446
line 245.730580 171.397527 183.508872 157.638976
line 493.282009 231.380026 512.002290 227.487111
line 106.592358 261.845589 105.795015 235.619831
line 354.373702 274.379927 341.761191 271.056969
line 546.688768 354.573810 574.425473 349.659896
line 956.717793 356.188613 946.469162 353.330001
line 813.984506 363.859458 828.738110 352.684447
line -0.641683 378.003080 27.586675 393.038897
line 818.361011 389.075216 799.530780 393.752193
line 720.471320 481.554338 703.034722 478.670934
line 214.661866 153.444448 258.485898 166.954297
line 55.811313 192.596750 42.012771 196.158707
line 867.431911 217.314311 857.168100 214.540469
line 178.156842 260.158015 163.056583 259.128376
line 504.480059 282.262418 492.012756 280.743955
line 742.013214 426.253354 727.239630 417.508961
line 715.899726 195.621523 717.023330 284.388945
line 832.880968 258.130831 833.836913 298.137857
line 250.148256 293.570128 242.342453 290.632776
line 598.220202 330.295306 576.939314 332.496720
line 258.053776 480.385891 275.573484 479.547925
line 508.446897 264.393204 510.357381 230.609866
line 905.508987 256.882088 906.654876 275.638448
line 455.777855 313.256439 454.862895 296.917677
line 664.924909 491.472280 659.854100 487.282369
line 640.706125 199.136843 577.908262 204.171714
line 292.391342 258.116203 292.840925 220.621594
line 950.003024 248.088395 951.100646 266.920134
line 418.122246 355.635154 436.535044 360.628560
line 394.499612 446.415699 382.110325 448.368211
line 510.889730 183.748568 494.423464 190.739156
line 474.285776 329.891882 459.510276 327.341335
line 328.170927 407.644059 310.592491 405.965432
line 671.301359 330.199835 662.851650 327.863696
line 337.510047 342.561581 326.149968 354.960727
line 979.372942 486.919383 1004.377151 488.078613
line 195.455969 488.642432 154.253265 490.796921
line 116.875146 205.613759 189.411579 206.554479
line 338.824823 209.743450 320.785488 195.422837
line 458.202149 219.918497 436.932776 217.595910
line 459.178938 229.368918 459.450087 220.627329
line 997.187132 258.233477 995.282918 241.769988
line 640.623688 333.121090 623.763112 338.777184
line 681.866172 363.249462 661.789852 361.825495
line 786.744040 444.113496 790.868537 439.444305
line 950.613138 212.787750 930.593938 213.491877
line 834.381300 282.291985 869.369638 282.397803
line 349.655627 403.056515 328.697275 408.034432
line 558.148803 46.790792 549.391838 44.315433
line 836.804681 236.777550 849.465899 236.116802
line 396.640052 383.920743 375.284280 394.966239
line 780.820864 392.434784 766.782469 388.451073
line 986.415302 312.134914 978.177430 305.559315
line 565.443626 339.983019 575.653721 343.028720
line 395.581192 493.683910 429.432878 491.538041
line 713.867835 167.620948 739.415637 141.915387
line 235.237015 292.395152 224.403071 294.518246
line 555.316143 321.509111 566.198220 312.323249
line 580.389952 431.664846 593.394478 432.999732
line 125.630113 506.417883 34.377549 505.397134
line 0.406270 223.351648 35.921186 215.760741
line 659.066057 214.389982 662.041076 275.738181
line 706.259178 273.130880 706.769202 218.124019
line 998.221466 290.347705 1016.159660 296.588105
line 66.912425 302.855963 45.895247 299.932292
line 44.376795 210.636424 80.711567 204.925793
line 865.803790 306.033459 844.455136 301.497809
line 258.285016 471.237420 279.705668 465.640549
line 532.180535 48.677037 564.964518 63.028308
line 625.849773 173.258809 549.581627 185.647091
line 617.356367 230.432954 621.618794 213.373304
line 356.139775 351.260105 366.445614 359.887899
line 24.978989 169.722574 44.131736 162.481558
line 626.872455 210.873053 685.629095 211.475960
line 937.759266 265.639006 937.084569 248.021233
line 76.891202 489.065051 26.831963 486.448318
line 201.872832 200.637108 259.321144 210.925715
line 138.123656 240.895052 174.372759 241.075425
line 313.100222 290.858990 364.436400 296.295172
line 22.880867 298.776748 14.068136 302.373027
line 187.973201 148.961191 214.264444 153.734001
line 488.291887 210.143044 471.227135 216.341340
line 110.607614 303.880814 135.623131 304.456254
line 558.187048 314.545133 536.615123 322.412424
line 939.129210 480.088713 948.054226 478.860646
line 609.301061 492.497831 628.169701 493.242763
line 535.624552 506.278076 126.875602 505.997645
line 134.347936 146.532654 184.303523 148.022187
line 76.877610 303.695408 66.866381 303.741213
line 329.398686 384.334451 349.754594 396.225166
line 281.893619 455.608924 258.681291 428.723944
line 397.241234 479.958868 385.531723 473.521072
line 965.524938 392.289600 951.961608 389.016148
line 995.682875 484.300960 988.431961 478.633155
line 265.651098 494.676558 238.110462 494.349621
line 1022.585985 155.588788 1013.345514 161.001459
line 473.125063 348.124154 491.956648 349.535821
line 1022.259135 397.572318 1002.586818 383.899320
line 891.888656 234.263060 931.867900 233.783338
line 232.125803 127.974072 199.256309 121.201005
line 703.753073 177.702233 684.855496 205.502203
line 457.395843 279.393087 458.959669 234.360577
line 463.127131 499.039952 305.624823 499.194976
line 51.847819 477.126558 35.575849 477.569539
line 341.844546 249.819838 325.670354 248.712526
line 257.196731 430.440120 264.148129 442.537068
line 408.081358 443.919268 428.255462 441.987359
line 13.063028 451.470453 40.867962 447.211018
line 607.108802 47.701469 587.978253 37.140832
line 574.944665 236.473342 576.964726 220.478464
line 853.273208 232.505108 838.169939 231.308024
line 669.174371 213.122302 668.552146 259.397551
line 685.333771 336.656582 695.576123 339.548132
line 126.919275 393.574388 149.350675 394.814871
line 552.118856 474.189281 535.911786 471.436525
line 859.253083 477.438167 835.273853 472.247048
line 164.387981 304.509483 226.908741 298.474550
line 540.215492 457.790990 551.344211 462.766265
line 689.046475 214.258068 692.483875 278.092213
line 204.421549 303.769029 159.295899 307.030590
line 656.942942 351.641627 678.545450 357.930809
line 668.593710 385.546603 693.571441 394.359718
line 141.733372 421.845163 121.838674 424.046735
line 40.226842 213.128487 40.298503 195.623663
line 556.076157 239.423972 558.265492 219.254566
line 462.118033 278.260992 463.052241 268.004517
line 0.565726 292.139514 24.247010 297.446163
line 970.603670 324.403609 1021.513463 362.359920
line 831.980677 373.010518 841.741027 382.020136
line 817.960931 402.664072 852.998339 399.304169
line 912.204995 414.189154 931.431848 408.226886
line 59.537212 440.302106 31.793011 445.156403
line 939.243754 461.371496 925.758378 464.886680
line 1021.876110 506.139184 888.124035 506.428012
line 284.118876 258.112980 284.821290 243.145945
line 807.492709 276.916733 806.583681 263.144228
line 619.338897 350.806084 636.890796 351.248878
line 826.956755 397.472048 806.988831 400.206293
line 709.042243 162.696733 703.498204 177.318602
line 765.642695 470.770528 790.877568 467.702183
line 43.541448 165.888566 37.592600 175.288049
line 215.624329 190.332699 235.626071 190.346714
line 969.443419 274.690109 924.370188 273.278652
line 656.807786 385.282929 666.937347 386.032824
line 838.134759 397.748037 828.076778 397.487648
line 803.118255 400.616457 790.555129 410.536513
line 630.828686 429.958548 599.472201 440.903473
line 464.914263 211.004840 484.059151 204.670394
line 279.271692 216.865553 296.961301 218.338664
line 347.808869 320.602212 319.640095 313.345908
line 466.500172 312.418884 485.637087 325.607462
line 690.898312 390.110762 682.003485 385.383255
line 666.641288 403.250631 692.980503 407.725513
line 744.311745 423.781640 761.770149 425.463440
line 785.384801 458.542639 762.949520 465.016910
line 856.858763 324.273408 841.842764 326.673301
line 874.422017 376.421607 891.864075 378.230349
line 563.039064 217.363247 610.638358 211.993410
line 324.942788 223.231118 339.783046 219.997911
line 376.025589 235.194640 365.604373 224.394904
line 518.760737 248.106225 518.205317 229.298798
line 327.901565 346.671044 341.620084 331.642308
line 895.690088 376.391272 877.840481 373.989529
line 840.991911 416.780964 869.273203 407.804284
line 583.047370 446.322360 610.704002 442.437408
line 0.576010 489.022157 90.716773 493.944342
line 86.980373 121.060185 61.649484 127.193626
line 124.427337 195.922557 200.721716 200.114930
line 983.625676 193.008255 984.881570 211.841219
line 879.381522 369.382241 889.254217 360.490886
line 985.697036 240.587089 986.200506 258.144342
line 846.533484 382.241037 836.154573 372.557404
line 603.624756 375.906799 595.580093 371.966687
line 681.847093 435.260365 651.831575 437.557611
line 106.861536 490.856659 78.135920 489.187115
line 980.623046 489.267945 946.884282 489.883647
line 626.942131 389.516250 644.609970 381.119402
line 599.325858 441.030662 549.494661 443.930955
line 920.487850 460.317420 928.138768 456.905877
line 924.399333 503.967462 1021.926284 501.150515
line 0.244097 217.855823 37.885075 208.418096
line 506.858304 283.237429 584.139085 294.713648
line 158.145641 307.082056 145.625806 306.834269
line 665.589381 364.757896 678.097420 365.921475
line 860.828246 406.106018 842.677876 413.775150
line 465.762597 418.316204 429.366984 421.791037
line 295.454167 456.692217 280.544912 470.626748
